Original Text,Translated Text
"De kosmopoliet heeft uiteraard ook geen canon nodig, dat is eng en benepen wanneer de hele wereld je speeltuin is","Of course, the cosmopolite doesn't need a canon either, which is scary and creepy when the whole world is your playground."
"Individu of gemeenschap, burger of overheid: wie doet wat? Tijd voor een ‘new deal’","Individual or community, citizen or government: who does what? Time for a new deal."
"Niet de vele incidenten frustreren burgers, wel de kern van hoe politiek vandaag bedreven wordt","Not the many incidents frustrate citizens, but the core of how politics is practiced today"
‘De Guldensporenslag had er nooit in mogen staan’: lezers over de canon van Vlaanderen,The Golden Trajectory should never have been in it: readers about the canon of Flanders
"‘Vladimir Poetin is bezig aan zijn laatste oorlog, en zal hem verliezen’","Vladimir Putin is in the process of his last war, and will lose him."
"Frank Vandebroucke antwoordt jeugdpsychiater Sofie: ‘Jij weigert de stilstand, en daarin vinden we elkaar’","Frank Vandebroucke answers youth psychiatrist Sofie: ""You refuse to stop, and we find each other there."""
Van 9 tot 5,From 9 to 5
Is er meer nodig voor de geestelijke gezondheidszorg van jongeren? Absoluut,Is more needed for the mental health care of young people? Absolutely.
"Banken krijgen een rente van 3,25 procent, maar voor de klanten is er bijna niks: vergelijken is de boodschap","Banks receive an interest rate of 3.25%, but for customers there is almost nothing: compare is the message"
Schieten met een canon op een mug,Shooting with a canon on a mosquito
"Ofwel delen we alles, denkt hij, ofwel niets. Laten we alles doen, zeg ik","Either we share everything, he thinks, or nothing. Let's do everything, I say."
Het zal me benieuwen wat de Chinezen of een willekeurig extreemrechts regime met die gedachtescanner gaan doen,I'm gonna wonder what the Chinese or any far-right regime are gonna do with that thought scanner.
"BlueChem ontvangt 6,3 miljoen euro om labocapaciteit uit te breiden in Antwerpen: “De investering is hard nodig”",BlueChem receives 6.3 million euros to expand lab capacity in Antwerp:..The investment is badly needed......................................................................................................................................................................
"Hoe lang tolereert Europa Roundup nog, de onkruidverdelger waarvan het belangrijkste bestanddeel bij Bayer in Antwerpen wordt geproduceerd?","How long will Europe tolerate Roundup, the weedkiller whose main ingredient is produced at Bayer in Antwerp?"
"BEURSTIPS. Deze aandelen kan je best kopen, verkopen of houden","BEURSTIPS. You can buy, sell or keep these shares"
Elektrische auto in half uur voor 80% opladen wordt makkelijker: snelladers schieten als paddenstoelen uit de grond,Electric car in half an hour for 80% charging becomes easier: fast chargers shoot like mushrooms out of the ground
Ex-minister Labille krijgt boete voor verspreiden voorkennis over postfusie,Former Minister Labille is fined for spreading insider information about post-fusion
Mechels bedrijf met klanten als Netflix en Studio 100 wint award: “Complete verrassing”,"Mechel's company with customers like Netflix and Studio 100 wins award: ""Complete Surprise"""
Engie wil tegen 30 juni akkoord met regering over verlenging Doel en Tihange,Engie wants to agree with government on extension Goal and Tihange by 30 June
Woelige vergadering bij Volkswagen: activiste met ontbloot bovenlijf en voorzitter die vliegende taart ontwijkt,Lousy meeting at Volkswagen: activist with naked upper body and chairman avoiding flying cake
Peter Goossens onthult naam van nieuw restaurant in hotel La Réserve in Knokke,Peter Goossens reveals the name of new restaurant in hotel La Réserve in Knokke
Winstmarge op “bijzonder zorgelijk niveau”: topman Delhaize erkent dat stakingen pijn deden,Profit margin on special level of concern: top man Delhaize acknowledges that strikes caused pain
Stakingen lieten zich amper voelen: omzet van Ahold Delhaize steeg in eerste kwartaal van 2023,Strikes barely felt: Ahold Delhaize's turnover increased in the first quarter of 2023.
Drie redenen waarom Delhaize het conflict met de vakbonden lijkt te winnen (ook al zitten de gesprekken nog muurvast),Three reasons why Delhaize seems to win the conflict with the unions (even though the talks are still blocked)
Twitter gaat inactieve accounts verwijderen,Twitter is going to delete inactive accounts
“Zo willen we consument beschermen tegen charlatans”: Bouwunie vraagt verplicht diploma of ervaring om bedrijf te starten,"For example, we want to protect consumers from charlatans: Building union requires compulsory diploma or experience to start a business"
Code rood voor Antwerpse economie: veel ondernemers geven er de brui aan en ook het aantal starters daalt,Code red for Antwerp economy: many entrepreneurs are turning it around and the number of start-ups is also falling
“Schandalig” groot verschil tussen rente op spaarboekje en woonlening: “De banken misbruiken hun macht terwijl ze miljarden verdienen”,The banks are abusing their power while they're earning billions.
Wordt ferriet het nieuwe goud dankzij Tesla en co.?,Will the new gold be ferrite thanks to Tesla and co.?
Hypermodern distributiecentrum Lidl naast E313 in Herentals moet 230 jobs opleveren,Hypermodern distribution center Lidl next to E313 in Herentals should yield 230 jobs
"Kalmthoutse dronepiloten maken prachtige beelden van de haven: “Als de meeuwen te agressief worden, moeten we landen”","Calmwood drone pilots make beautiful images of the harbor: If the gulls become too aggressive, we have to land."
Bpost heeft volste vertrouwen in audit naar persconcessie,Bpost has full confidence in audit to press concession
Loon van CEO’s Bel20-bedrijven gedaald met 10 procent,Wages of CEO's Bel20 companies decreased by 10 percent
"U14-wedstrijd Standard-KRC Genk loopt uit de hand, vader slaat Genk-trainer ziekenhuis in: “Het ergste vind ik nog dat kinderen hiervan getuige zijn geweest”","U14 competition Standard-KRC Genk gets out of hand, father hits Genk trainer hospital:.The worst part is that children have witnessed this."
"“Altijd 500 euro verschil tussen werken en niet werken”, bepleit ledencongres Open Vld","""Always 500 euros difference between works and non-working', advocates member congress Open Vld"
OVERZICHT. Op paar maanden bijna 100 erbij: dit zijn alle trajectcontroles in de provincie Antwerpen,OVERVIEW. In a few months almost 100 more: these are all route checks in the province of Antwerp
Na treinongeluk: parket vraagt mensen voorzichtiger te zijn bij verspreiden van beelden: “Privacy respecteren”,After train accident: parquet asks people to be more careful when spreading images: Respecting privacy
Waarom N-VA het vizier uitdrukkelijk op het federale richt: Vlaams Belang is groter en de vorige keer liep het verkeerd af,Why N-VA specifically targets the federal: Flemish Interest is bigger and last time it went wrong
"Samantha verkoopt haar huis door wolf: “Ik wil mijn paarden dicht bij mij, dat kan hier niet”","Samantha sells her house by wolf: I want my horses close to me, that can't be done here"
"Fietser (51) sterft bij aanrijding, bestuurster van wagen werd vermoedelijk onwel","Cyclist (51) dies in collision, driver of car was presumably unwell"
Experts trekken aan alarmbel: “Jongeren starten steeds vroeger met zelfverwonding”,Experts draw alarm bells: Young people start with self-injury in the past
"Tom Lanoye, Luk Tuymans en andere prominenten uit hele wereld hekelen vernietiging van Amazonewoud in open brief","Tom Lanoye, Luk Tuymans and other prominent people from all over the world denounce destruction of Amazon forest in open letter"
DISCUSSIE. Geloof jij in een federaal minikabinet met De Wever als premier?,DISCUSSION. Do you believe in a federal mini cabinet with De Wever as prime minister?
Elia waarschuwt voor stroombevoorrading als nucleaire deal er niet komt: “Dan beland je weer in moeilijke winter zoals in 2018”,"Elia warns about power supply if there isn't a nuclear deal: ""Then you'll end up back in difficult winter like in 2018"""
“Zijn vaste bijnaam was pedo P.”: leerkracht basisschool geschorst voor versturen van naaktfilmpjes,His regular nickname was pedo P...: teacher elementary school suspended for sending nude movies
STANDPUNT. Coronabesmetting belet De Wever niet om alweer het einde van België zoals we dat kennen aan te kondigen,Position. Corona contamination does not prevent De Wever from announcing the end of Belgium as we know it.
“Ik premier van een minikabinet? Why not?”: Bart De Wever doet zijn strategie voor de verkiezingen uit de doeken,Am I Prime Minister of a mini-kabinet? Why not?: Bart De Wever explains his strategy for the elections
"Seriemoordenaar Freddy Horion (75) maakt toch kans op vrijlating: “Ik hoop dat hij eerder sterft dan ik, en dat dat eenzaam in de gevangenis gebeurt”","Serial killer Freddy Horion (75) still has a chance of being released: I hope he dies before I do, and that that happens lonely in prison."
De Wever: 'Na verkiezingen van 2024 snel minikabinet vormen met PS',De Wever: 'After elections of 2024 quickly form mini-kabinet with PS'
"DOORZICHT. Hoe zou dat er dan moeten uitzien, zo’n ‘natievormende canon’?","VIEWOUT. What would that look like, then, such a canon formation?"
Nadia Naji en Jeremie Vaneeckhout zijn nu ook officieel covoorzitters van Groen,Nadia Naji and Jeremie Vaneeckhout are now officially co-chairs of Green
Chaos en na-ijver deed de linies aan Bachmoet breken: Oekraïne profiteert maximaal van onenigheid onder Russische fracties,Chaos and after-work broke the lines to Bachmoet: Ukraine benefits maximum from disagreement among Russian groups
Russische helikopter en gevechtsvliegtuig neergestort nabij Oekraïense grens: video laat zien hoe helikopter in de lucht ontploft,Russian helicopter and fighter plane crashed near Ukrainian border: video shows how helicopter explodes in the air
LIVE. Oorlog tussen Rusland en Oekraïne: volg hier alle ontwikkelingen op de voet,LIVE. War between Russia and Ukraine: follow closely all developments here
Prins reageert na ophef over badpak van gravin in Nederland,Prins reageert na ophef over badpak van gravin in Nederland
Kroning Charles III krijgt zure nasmaak voor minister uit Papoea-Nieuw-Guinea: video’s van dochter leiden tot ontslag,Kroning Charles III gets sour aftertaste for Minister from Papua New Guinea: video clips of daughter lead to resignation
"Duitsland levert Oekraïne grootste pakket militaire steun tot nu toe, met Leopard 1-tanks, drones en luchtafweersystemen","Germany provides Ukraine's largest military support package so far, with Leopard 1 tanks, drones and air defense systems"
Robot onderzoekt “onregelmatigheden” in riolering en stuit op onverwachte gast,Robot investigates irregularities in sewers and encounters unexpected guest
Laatste monniken van Oostenrijkse trappistenbrouwerij houden het voor bekeken,Last monks of Austrian Trappist brewery are standing by.
Twee explosies in Rotterdam in een nacht,Two explosions in Rotterdam in one night
Gegevens van 273.000 werknemers gelekt bij datalek bij Amerikaanse overheidsinstelling,"Data of 273,000 employees leaked at data breach at U.S. government agency"
Ruimtesonde Juice heeft antenne kunnen ontplooien na meerdere mislukte pogingen,Space probe Juice has been able to expand antenna after multiple failed attempts
"Spaarzaam, nederig en een beetje saai: dit is de man die zondag president Erdogan kan onttronen","Spare, humble and a little boring: this is the man who can dethrone President Erdogan on Sunday"
Oekraïense president reist naar Duitsland,Ukrainian president travels to Germany
‘Thank you for the museum’: wij vierden mee de 10de verjaardag van het bedevaartsoord voor ABBA-fans in Stockholm,"""Thank you for the museum"": we celebrated the 10th anniversary of the pilgrimage site for ABBA fans in Stockholm"
Mexico verscherpt migratiebeleid nadat Amerikaanse noodmaatregel vervalt,Mexico verscherpt migratiebeleid nadat Amerikaanse noodmaatregel vervalt
Opnieuw massaal protest in Belgrado na twee dodelijke schietpartijen,Opnieuw massaal protest in Belgrado na twee dodelijke schietpartijen
LIVE. Finale Songfestival 2023: wat doet Gustaph? En lossen favorieten de verwachtingen in?,LIVE. Final Song Festival 2023: what does Gustaph do? And do favorites respond to expectations?
SONGFESTIVAL. Wat mogen we verwachten van de ‘Big Five’ en ex-winnaar Oekraïne in de finale?,SONGFESTIVAL. What can we expect from the Big Five and ex-winner Ukraine in the final?
Gustaph gaat ontspannen en gefocust naar finale: “De act heeft veel mensen van mening doen veranderen”,Gustaph gaat ontspannen en gefocust naar finale: “De act heeft veel mensen van mening doen veranderen”
Carmen Pfaff in ziekenhuis op Mallorca na hersenbloeding,Carmen Pfaff in ziekenhuis op Mallorca na hersenbloeding
"BEKIJK: De beslissende versnelling van Roglic, Ineos duo kan mee meer maar Evenepoel niet","BEKIJK: De beslissende versnelling van Roglic, Ineos duo kan mee meer maar Evenepoel niet"
Ondanks bewogen leven denkt Jacky Lafon (76) niet aan gas terugnemen: “We hebben geluk gehad dat ons vader maar 62 is geworden”,Ondanks bewogen leven denkt Jacky Lafon (76) niet aan gas terugnemen: “We hebben geluk gehad dat ons vader maar 62 is geworden”
"Beyoncé strijkt neer in Brussel: zo geraak je het vlotst van en naar het concert met de auto, fiets of openbaar vervoer","Beyoncé strijkt neer in Brussel: zo geraak je het vlotst van en naar het concert met de auto, fiets of openbaar vervoer"
Man profiteert van hevige regenval met ‘verfrissende’ duik in plassen naast E40,Man profiteert van hevige regenval met ‘verfrissende’ duik in plassen naast E40
"Kijk naar de samenvatting van de 7e rit in de Giro, gewonnen door Davide Bais","Kijk naar de samenvatting van de 7e rit in de Giro, gewonnen door Davide Bais"
BEKIJK: Evenepoel wint sprint in het peloton met Roglic in zijn zog,VIEW: Evenepoel wins sprint in the peloton with Roglic in his wake
Van het nummer en de backing vocals tot de act én zijn kleren op het podium van het Songfestival: zó Antwerps is Gustaph,Van het nummer en de backing vocals tot de act én zijn kleren op het podium van het Songfestival: zó Antwerps is Gustaph
